"","x","y","key","Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"473",137.17,105.7,"sntl_736","Schneider Meadows",736,"Oregon","SNOTEL","Baker",5400,45.00107,-117.16522,170502010603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",22.5,100,101,104,102,100,76,77,0.4,62,16,24,"",22.4,22.2,21.59,22.1,11.7,35.9,"2014","1999",40
"474",49.26,71,"sntl_743","Seine Creek",743,"Oregon","SNOTEL","Washington",2060,45.52688,-123.29857,170900100203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.1,5,NA,7,NA,8,2,3,0.1,56,18,23,"",1.9,0,1.4,0,0,7.8,"2017, 2018, 2020, more","1993",40
"475",49.5,135.09,"sntl_745","Sevenmile Marsh",745,"Oregon","SNOTEL","Klamath",5700,42.69825,-122.14165,180102030104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.3,76,73,82,84,100,55,53,-3.4,38,26,16,"",22.9,23.8,20.97,20.7,0,35.1,"2015","1982",41
"476",65.67,133.73,"sntl_756","Silver Creek",756,"Oregon","SNOTEL","Lake",5740,42.95615,-121.18123,171200050206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,70,70,76,77,94,53,54,-1.9,25,31,11,"",8.8,8.8,8.19,8.1,0,18.8,"2015","2006",41
"477",102.84,147.86,"sntl_759","Silvies",759,"Oregon","SNOTEL","Harney",6990,42.75333,-118.68785,171200030201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.8,82,86,89,97,100,54,57,-0.3,44,24,19,"",12,11.4,11,10.1,3.2,28.9,"1991","1983",42
"478",60.5,101.88,"sntl_1167","Smith Ridge",1167,"Oregon","SNOTEL","Linn",3270,44.30325,-122.04053,170900040203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.9,NA,NA,46,59,95,21,24,-1.3,33,7,4,"",NA,NA,4.09,3.2,0,12.4,"2012, 2015, 2018","2017",10
"479",96.09,119.36,"sntl_767","Snow Mountain",767,"Oregon","SNOTEL","Harney",6230,43.94885,-119.54013,171200020501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,102,112,106,116,100,65,63,1.2,60,18,24,"",8.3,7.6,8,7.3,2.3,15.9,"1991, 1992","1984",43
"480",67.34,78.04,"sntl_925","South Fork Bull Run",925,"Oregon","SNOTEL","Clackamas",2690,45.44575,-122.03125,170800010504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1,22,333,25,91,100,11,12,-0.1,48,13,12,"",4.5,0.3,4.03,1.1,0,33,"2015, 2016, 2018, more","2008",24
"481",105.59,114.67,"sntl_789","Starr Ridge",789,"Oregon","SNOTEL","Grant",5250,44.26423,-119.02162,171200020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,82,89,85,91,100,66,68,-0.5,45,23,19,"",6,5.5,5.76,5.4,0,11.6,"2015","2006",41
"482",66.27,152.64,"sntl_794","Strawberry",794,"Oregon","SNOTEL","Lake",5770,42.12587,-120.8361,180102040501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3,61,67,68,71,88,46,50,-1.2,35,27,15,"",4.9,4.5,4.4,4.2,0,13.3,"2003, 2015, 2018","1983",41
"483",70.01,140.78,"sntl_800","Summer Rim",800,"Oregon","SNOTEL","Lake",7080,42.6957,-120.80158,180102020103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.3,41,43,46,47,100,28,30,-5.9,5,41,3,"",12.8,12.2,11.62,11.2,3.2,23.5,"1991","1997",43
"484",53.99,119.36,"sntl_801","Summit Lake",801,"Oregon","SNOTEL","Klamath",5610,43.44907,-122.13808,170703020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",22.5,81,87,88,94,100,53,53,-1.4,38,26,15,"",27.7,25.8,25.69,23.9,8.4,45.2,"2015","1999",41
"485",52.53,133.94,"sntl_1078","Sun Pass",1078,"Oregon","SNOTEL","Klamath",5400,42.78637,-121.97715,180102010602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.7,NA,NA,86,84,100,60,54,-2,29,11,5,"",NA,NA,12.49,12.7,0,23.1,"2015","2008",15
"486",54.9,143.05,"sntl_1077","Swan Lake Mtn",1077,"Oregon","SNOTEL","Klamath",6830,42.41323,-121.68002,180102040802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,NA,NA,74,75,100,43,42,-3.6,29,11,5,"",NA,NA,14.37,14.2,4.8,24.6,"2014","2016",15
"487",60.41,138.28,"sntl_810","Taylor Butte",810,"Oregon","SNOTEL","Klamath",5030,42.69108,-121.42592,180102020606,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,52,53,60,58,81,48,48,-2.5,19,35,9,"",6.5,6.4,5.65,5.9,0,13.3,"2015, 2018","2006",43
"488",131.77,102.77,"sntl_812","Taylor Green",812,"Oregon","SNOTEL","Baker",5740,45.07707,-117.55067,170601040502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.2,108,107,109,112,100,74,75,1.75,59,18,25,"",15,15.2,14.93,14.45,7.9,24.4,"2005","2020",42
"489",65.55,106.88,"sntl_815","Three Creeks Meadow",815,"Oregon","SNOTEL","Deschutes",5690,44.14425,-121.64095,170703010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.3,81,82,89,90,100,58,59,-1.3,43,24,18,"",13.9,13.8,12.77,12.6,2.5,29.5,"2018","1999",41
"490",116.56,108.59,"sntl_821","Tipton",821,"Oregon","SNOTEL","Baker",5150,44.65567,-118.42617,170502020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.3,92,98,96,101,100,69,75,0.1,53,20,22,"",10.1,9.5,9.65,9.2,4.3,17.8,"2014","1983",41
"491",48.32,122.77,"sntl_1044","Toketee Airstrip",1044,"Oregon","SNOTEL","Douglas",3240,43.22718,-122.42537,171003010404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.4,35,44,51,82,100,28,35,-0.3,47,10,8,"",4,3.2,2.74,1.7,0,13.9,"2014, 2015, 2018, more","2008",18
"492",122.74,100.88,"sntl_873","Wolf Creek",873,"Oregon","SNOTEL","Union",5630,45.06703,-118.15192,170502030601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.2,74,72,79,84,100,54,56,-1.7,36,28,14,"",12.5,12.7,11.66,10.9,6.5,18.3,"2005, 2018","1982",43
"493",183.07,281.19,"sntl_907","Agua Canyon",907,"Utah","SNOTEL","Kane",8900,37.52217,-112.27118,160300020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,54,71,50,55,100,33,35,-2.6,19,22,6,"",5.9,4.5,6.36,5.8,0.1,17.7,"2018","2005",27
"494",218.81,212.59,"sntl_992","Bear River RS",992,"Utah","SNOTEL","Summit",8777,40.8852,-110.8277,160101010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,NA,NA,63,71,100,41,42,-1.7,0,11,1,"Lowest",NA,NA,6.66,5.9,4.2,11,"2021","2011",11
"495",200.83,248.39,"sntl_329","Beaver Dams",329,"Utah","SNOTEL","Sanpete",7990,39.13683,-111.55813,160300040402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,63,69,63,67,98,42,45,-2.2,18,34,7,"",7.2,6.5,7.15,6.7,2.6,14.3,"1987","1984",41
"496",213.52,217.78,"sntl_330","Beaver Divide",330,"Utah","SNOTEL","Summit",8280,40.61233,-111.09782,160202030105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,47,49,45,49,95,31,35,-4,0,43,1,"Lowest",8.1,7.7,8.42,7.8,3.8,16.8,"2021","2017",43
"497",202.64,199.09,"sntl_332","Ben Lomond Peak",332,"Utah","SNOTEL","Weber",7689,41.37603,-111.94405,160201020302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.8,65,62,68,71,100,44,47,-7.2,29,31,13,"",27.2,28.6,26.35,25,8.7,61.8,"1992","1997",43
"498",203.03,199,"sntl_333","Ben Lomond Trail",333,"Utah","SNOTEL","Weber",5972,41.38291,-111.92103,160201020302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,64,69,68,70,100,50,52,-4.2,30,29,12,"",15.6,14.5,14.71,14.2,2.8,28.5,"2018","1984, 1997",41
"499",194.32,217.92,"sntl_1214","Bevans Cabin",1214,"Utah","SNOTEL","Tooele",6520,40.46182,-112.25233,160203040401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,NA,NA,44,43,96,32,34,-3.5,25,7,3,"",NA,NA,5.94,6.1,1.9,9.8,"2015","2019",9
"500",184.55,264.15,"sntl_339","Big Flat",339,"Utah","SNOTEL","Beaver",10349,38.30183,-112.35672,160300070202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.3,44,45,44,47,100,24,27,-6,5,41,3,"",12.1,11.9,12.02,11.3,3.6,20.3,"2018","2011",43
"501",198.55,258.14,"sntl_348","Black Flat-U.M. Ck",348,"Utah","SNOTEL","Sevier",9414,38.6799,-111.59765,140700030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,88,98,86,94,100,52,57,-0.35,46,22,18,"",6.4,5.7,6.52,5.95,2.5,12.7,"1991","1997",40
"502",223,211.63,"sntl_1162","Blacks Fork Jct",1162,"Utah","SNOTEL","Summit",8869,40.95814,-110.5828,140401070303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,NA,NA,61,69,95,37,37,-1.6,10,10,1,"Lowest",NA,NA,5.74,5.1,3.5,8.8,"2012, 2021","2017",11
"503",190.32,250.86,"sntl_1278","Bobs Hollow",1278,"Utah","SNOTEL","Millard",9319,38.94569,-112.15349,160300051401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,NA,NA,62,56,100,34,36,-4.4,25,4,2,"2nd Lowest",NA,NA,8.94,9.9,5.1,13.2,"2018","2017",5
"504",190.94,260.67,"sntl_364","Box Creek",364,"Utah","SNOTEL","Sevier",9853,38.50809,-112.01856,160300020106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.7,NA,NA,21,21,85,12,13,-6.45,2,41,2,"2nd Lowest",NA,NA,7.91,8.15,0.9,15.5,"2018","2005",42
"505",191.08,260.93,"sntl_1156","Box Springs",1156,"Utah","SNOTEL","Piute",9228,38.49746,-112.00779,160300020107,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.9,NA,NA,56,52,100,37,39,-2.7,20,9,3,"",NA,NA,5.18,5.6,2.5,8,"2012","2011",11
"506",173.83,276.06,"sntl_1154","Brian Head",1154,"Utah","SNOTEL","Iron",10039,37.67994,-112.85674,160300060201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,NA,NA,64,65,100,37,38,-3.55,11,9,2,"2nd Lowest",NA,NA,10.49,10.25,4.5,16.3,"2018","2019",10
"507",205.66,216.79,"sntl_366","Brighton",366,"Utah","SNOTEL","Salt Lake",8766,40.59936,-111.58167,160202040201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,58,61,59,62,100,36,37,-5.5,3,34,1,"Lowest",15.7,14.8,15.29,14.6,9.1,25.3,"2018, 2021","1997",35
"508",221.69,219.76,"sntl_368","Brown Duck",368,"Utah","SNOTEL","Duchesne",10574,40.58102,-110.58587,140600030604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.2,66,69,65,71,100,37,40,-3.3,17,36,7,"",12.4,11.8,12.58,11.5,6.8,26.7,"2000","2005",43
"509",202.81,248.78,"sntl_371","Buck Flat",371,"Utah","SNOTEL","Sanpete",9409,39.134,-111.43722,140600090302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,55,59,56,56,96,34,38,-5.2,14,37,7,"",12,11.2,11.81,11.8,4.5,25.5,"2018","1997",43
"510",221.36,213.89,"sntl_1192","Buck Pasture",1192,"Utah","SNOTEL","Summit",9632,40.84456,-110.66068,140401070301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,NA,NA,83,87,100,53,46,-1.1,11,9,2,"2nd Lowest",NA,NA,8.87,8.5,0,15,"2012","2017",10
"511",231.77,281.18,"sntl_1153","Buckboard Flat",1153,"Utah","SNOTEL","San Juan",8924,37.86943,-109.44717,140802030103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.3,NA,NA,84,86,100,56,62,-1.2,25,7,3,"",NA,NA,8.64,8.5,3.1,13.9,"2018","2020",9
"512",212.1,193.82,"sntl_374","Bug Lake",374,"Utah","SNOTEL","Rich",7987,41.68541,-111.41987,160102010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,73,76,72,74,100,46,47,-3.3,24,33,11,"",13.1,12.6,13.41,12.9,6,27.6,"2010","1997",43
"513",218.78,210.38,"sntl_1135","Burts Miller Ranch",1135,"Utah","SNOTEL","Summit",8000,40.98492,-110.85075,160101010105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,NA,NA,61,63,93,38,41,-1.55,9,11,1,"Lowest",NA,NA,4.28,4.15,2.6,6.3,"2010, 2021","2011",12
"514",230.92,282.3,"sntl_383","Camp Jackson",383,"Utah","SNOTEL","San Juan",8858,37.81333,-109.48723,140802010301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,52,63,54,62,100,37,40,-3.3,23,28,9,"",10.5,8.7,10.14,8.8,2,26.7,"2018","2005",36
"515",204.07,223.53,"sntl_1039","Cascade Mountain",1039,"Utah","SNOTEL","Utah",7774,40.283,-111.60992,160202030505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.4,56,57,69,65,100,46,47,-4.6,22,15,5,"",15,14.7,12.21,13,3.7,19.2,"2018","2017",19
"516",175.7,276.81,"sntl_390","Castle Valley",390,"Utah","SNOTEL","Iron",9607,37.66098,-112.74093,160300010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.1,45,48,46,48,100,26,27,-4.4,5,39,3,"",9.1,8.5,8.95,8.5,3.3,23.4,"2018","2005",41
"517",215.16,212.69,"sntl_392","Chalk Creek #1",392,"Utah","SNOTEL","Summit",9171,40.85464,-111.04765,160201010301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,53,57,55,57,100,32,33,-6.4,0,43,1,"Lowest",16.2,15.2,15.76,15,8.6,26.8,"2021","1997",43
"518",214.92,211.97,"sntl_393","Chalk Creek #2",393,"Utah","SNOTEL","Summit",8208,40.88529,-111.06954,160201010301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,64,69,66,70,100,40,40,-2.9,12,38,4,"",10.6,9.9,10.38,9.7,5.4,17.9,"2018","1997",43
"519",231.62,216.99,"sntl_396","Chepeta",396,"Utah","SNOTEL","Duchesne",10499,40.77458,-110.0105,140600031202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,61,65,64,65,100,36,40,-3.2,7,38,4,"",9.8,9.3,9.44,9.2,3,26.8,"2000","2005",41
"520",192.07,272.74,"sntl_983","Clayton Springs",983,"Utah","SNOTEL","Garfield",10049,37.9725,-111.83355,160300020501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.3,59,63,64,72,100,41,45,-2.1,20,17,5,"",9,8.4,8.28,7.4,3.5,19.8,"2018","2005",21
"521",207.91,233.38,"sntl_399","Clear Creek #1",399,"Utah","SNOTEL","Utah",8975,39.86671,-111.28363,160202020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,54,53,54,55,100,33,36,-5.4,10,39,5,"",12.5,12.7,12.47,12.1,3.8,26.6,"1987","1997",43
"522",208.52,232.91,"sntl_400","Clear Creek #2",400,"Utah","SNOTEL","Utah",7837,39.89275,-111.25154,160202020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,65,64,65,67,100,41,42,-3,19,35,8,"",9.3,9.4,9.28,9,3.9,18.6,"2018","1997",43
"523",222,240.22,"sntl_1236","Corral",1236,"Utah","SNOTEL","Carbon",8207,39.65795,-110.37906,140600070903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,NA,NA,56,62,97,37,53,-1.95,14,7,2,"2nd Lowest",NA,NA,5.69,5.15,1.8,12.8,"2018","2017",8
"524",212.77,223.3,"sntl_432","Currant Creek",432,"Utah","SNOTEL","Wasatch",7915,40.35747,-111.08993,140600040401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,76,77,72,75,100,49,59,-1.8,29,31,13,"",7.1,7,7.51,7.2,1.3,15.8,"1981","2017",43
"525",209.84,224.21,"sntl_435","Daniels-Strawberry",435,"Utah","SNOTEL","Wasatch",8008,40.2953,-111.25677,140600040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7,60,64,60,65,100,40,44,-3.7,17,36,8,"",11.6,10.9,11.71,10.7,3.9,25.4,"2018","2017",43
"526",201.98,250.6,"sntl_444","Dills Camp",444,"Utah","SNOTEL","Sanpete",9228,39.04554,-111.46875,140700020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,53,60,54,61,100,34,41,-3.15,10,38,5,"",9.3,8.1,9.05,8.05,3,17.8,"2018","1997",42
"527",198.92,268.65,"sntl_452","Donkey Reservoir",452,"Utah","SNOTEL","Wayne",9799,38.2084,-111.47412,140700030305,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,65,76,68,72,100,40,43,-1.3,20,29,8,"",5.2,4.5,5.02,4.7,1.2,10.8,"2018","1987",36
"528",209.26,199.38,"sntl_455","Dry Bread Pond",455,"Utah","SNOTEL","Cache",8302,41.41289,-111.5377,160102030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,61,63,61,62,100,40,43,-5.2,21,34,10,"",14,13.5,13.86,13.7,5.5,28.5,"1981","1997",43
"529",195.98,215.91,"sntl_906","Dry Fork",906,"Utah","SNOTEL","Salt Lake",7093,40.56533,-112.17343,160202040106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.2,55,54,51,49,100,33,33,-5.4,4,26,2,"2nd Lowest",9.5,9.7,10.12,10.6,4.6,18.2,"2018","2020",27
"530",223.43,213.32,"sntl_1163","EF Blacks Fork GS",1163,"Utah","SNOTEL","Summit",9360,40.88472,-110.54056,140401070302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5,NA,NA,67,82,100,36,40,-1.1,20,9,3,"",NA,NA,7.43,6.1,3.9,12.5,"2012, 2014","2017",11
"531",234.82,249.76,"sntl_461","East Willow Creek",461,"Utah","SNOTEL","Grand",8302,39.31213,-109.53179,140600060205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.1,54,61,55,67,100,36,38,-1.5,18,29,6,"",5.7,5.1,5.64,4.6,1.8,12.4,"2006","1993",35
"532",203.33,208.09,"sntl_474","Farmington",474,"Utah","SNOTEL","Davis",7902,40.97462,-111.80975,160201020502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.1,57,59,58,60,100,35,35,-8.7,12,38,6,"",22.8,22.3,22.47,21.8,11,42.9,"2018","1997",43
"533",197.57,255.92,"sntl_475","Farnsworth Lake",475,"Utah","SNOTEL","Sevier",9623,38.77246,-111.67662,160300030405,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.7,66,69,65,69,100,34,35,-3.5,5,39,1,"Lowest",11.7,11.1,11.88,11.2,7.7,17.5,"2002, 2018, 2021","2016",41
"534",195.11,261.45,"sntl_1149","Fish Lake Utah",1149,"Utah","SNOTEL","Sevier",8798,38.50455,-111.76693,140700030108,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.7,NA,NA,44,45,100,29,30,-3.3,10,10,2,"2nd Lowest",NA,NA,6.08,6,0.5,10.5,"2018","2020",11
"535",224.06,217.1,"sntl_481","Five Points Lake",481,"Utah","SNOTEL","Duchesne",10943,40.71785,-110.46721,140600030701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.8,69,73,69,75,100,39,40,-2.6,18,34,8,"",11.3,10.7,11.34,10.4,6.5,21.7,"2002","2005",41
"536",202.63,244.62,"sntl_1221","GBRC HQ",1221,"Utah","SNOTEL","Sanpete",8801,39.32019,-111.48827,160300040307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,NA,NA,61,58,100,42,45,-4.2,13,8,2,"2nd Lowest",NA,NA,9.62,10.1,4.8,14,"2018","2017",9
"537",203.13,245.1,"sntl_1222","GBRC Meadows",1222,"Utah","SNOTEL","Sanpete",9858,39.30229,-111.45383,160300040307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.9,NA,NA,59,60,99,34,36,-5.3,13,8,2,"2nd Lowest",NA,NA,13.28,13.2,7.7,21.5,"2018","2017",9
"538",212.15,188.6,"sntl_1114","Garden City Summit",1114,"Utah","SNOTEL","Cache",7705,41.9215,-111.4693,160102010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9,NA,NA,70,78,100,45,47,-2.55,18,10,3,"",NA,NA,12.93,11.55,8.5,24.1,"2010","2017",12
"539",162.61,280.21,"sntl_1066","Gardner Peak",1066,"Utah","SNOTEL","Washington",8322,37.40083,-113.45988,150100080701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.7,56,53,54,50,96,34,35,-4.7,19,14,4,"",8.4,8.8,8.65,9.4,3,17.9,"2018","2005",17
"540",181.39,183.36,"sntl_1151","George Creek",1151,"Utah","SNOTEL","Box Elder",8964,41.91562,-113.41154,170402100401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.5,NA,NA,56,61,100,31,32,-4.7,0,11,1,"Lowest",NA,NA,13.44,12.2,7.5,19.7,"2021","2019",11
"541",197.56,255.3,"sntl_495","Gooseberry RS",495,"Utah","SNOTEL","Sevier",7944,38.80034,-111.68333,160300030405,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,52,58,52,60,100,32,34,-2.15,2,41,1,"Lowest",6.2,5.5,6.19,5.35,3.2,11.4,"1995, 2021","1984",42
"542",197.42,255.55,"sntl_1184","Gooseberry RS Up",1184,"Utah","SNOTEL","Sevier",8396,38.7882,-111.68892,160300030405,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,NA,NA,65,63,98,47,52,-2.65,0,10,1,"Lowest",NA,NA,7.05,7.25,4.6,11.2,"2021","2016",10
"543",154.89,276.64,"sntl_1065","Gutz Peak",1065,"Utah","SNOTEL","Washington",6763,37.49617,-113.94235,150100100101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,62,73,62,64,98,45,51,-2.5,38,11,7,"",7.3,6.2,7.26,7,0.4,17.2,"2018","2010",17
"544",204.41,210.63,"sntl_896","Hardscrabble",896,"Utah","SNOTEL","Morgan",7250,40.86833,-111.71865,160201020105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,57,64,64,66,100,44,46,-4.45,15,24,5,"",15,13.4,13.38,13.05,5.3,24,"2018","1997",28
"545",177.82,280.99,"sntl_514","Harris Flat",514,"Utah","SNOTEL","Kane",7792,37.48997,-112.57602,160300010104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.5,45,60,44,54,89,28,32,-2.1,25,31,10,"",5.5,4.2,5.72,4.6,0,18,"2015, 2018","1993",41
"546",217.59,214.35,"sntl_517","Hayden Fork",517,"Utah","SNOTEL","Summit",9130,40.79669,-110.88472,160101010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,66,72,66,72,100,41,42,-2.7,10,39,5,"",10.7,9.9,10.73,9.8,4.4,18,"1992","2017",43
"547",224.56,212.05,"sntl_521","Hewinta",521,"Utah","SNOTEL","Summit",9500,40.95009,-110.48419,140401070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,72,74,72,75,100,39,39,-1.6,6,34,2,"2nd Lowest",6.8,6.6,6.77,6.5,4.1,10.9,"2010","1996, 1997",36
"548",232.82,214.25,"sntl_522","Hickerson Park",522,"Utah","SNOTEL","Daggett",9122,40.90663,-109.96287,140401060501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,85,87,80,81,100,44,43,-0.9,26,27,9,"",4.6,4.5,4.9,4.8,2.6,8.3,"2009","2020",36
"549",207.79,226.31,"sntl_1223","Hobble Creek",1223,"Utah","SNOTEL","Utah",7377,40.18538,-111.35971,160202020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,NA,NA,59,60,100,46,53,-3.7,13,8,2,"2nd Lowest",NA,NA,9.54,9.3,4.5,17.7,"2018","2017",9
"550",229.27,213.39,"sntl_528","Hole-in-Rock",528,"Utah","SNOTEL","Summit",9168,40.92167,-110.18623,140401060205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,76,76,73,76,100,39,42,-1.1,11,32,4,"",4.5,4.5,4.68,4.5,2.6,8.4,"2009","2020",36
"551",210.37,201.76,"sntl_533","Horse Ridge",533,"Utah","SNOTEL","Morgan",8199,41.31372,-111.44624,160201010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.3,54,56,54,55,100,36,36,-6.8,10,39,3,"",15.5,14.8,15.27,15.1,7,33.5,"1981","1997",43
"552",206.67,238.7,"sntl_1216","Huntington Horse",1216,"Utah","SNOTEL","Sanpete",9652,39.61774,-111.30576,140600070201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.7,NA,NA,70,66,100,49,49,-5.1,13,8,2,"2nd Lowest",NA,NA,13.86,14.8,5.2,20.8,"2018","2017",9
"553",216.77,234.24,"sntl_543","Indian Canyon",543,"Utah","SNOTEL","Duchesne",9171,39.89166,-110.74604,140600040701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,67,73,66,72,100,41,44,-2,22,33,10,"",7.6,7,7.67,7.1,2.9,17.8,"1987","2005",42
"554",186.84,269.66,"sntl_1099","Jones Corral",1099,"Utah","SNOTEL","Garfield",9749,38.07125,-112.16788,160300020507,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,NA,NA,51,53,100,29,28,-3.4,8,13,2,"2nd Lowest",NA,NA,7.63,7.3,2.9,10.9,"2018","2017",14
"555",210.68,203.27,"sntl_1145","Kilfoil Creek",1145,"Utah","SNOTEL","Morgan",7220,41.24764,-111.41249,160201010603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,NA,NA,72,72,100,51,52,-2.5,20,9,3,"",NA,NA,9.01,9,5.3,15,"2013, 2018","2017",11
"556",184.63,260.12,"sntl_557","Kimberly Mine",557,"Utah","SNOTEL","Piute",9101,38.48383,-112.39273,160300030104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,61,60,62,61,100,36,39,-4,7,38,4,"",10.2,10.3,10.04,10.2,3.8,15.2,"2018","1993",41
