"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Navajo Whiskey Ck",1138,"New Mexico","SNOTEL","San Juan",9050,36.17728,-108.94691,140802040206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,6.92,7.6,0.3,14.5,"2018","2010",11
"Nevada Ridge",903,"Montana","SNOTEL","Lewis And Clark",7020,46.84234,-112.50787,170102030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,100,105,93,93,100,59,60,-0.7,42,16,12,"",10,9.5,10.79,10.7,6,17.7,"2005","2018",27
"Never Summer",1031,"Colorado","SNOTEL","Jackson",10280,40.40405,-105.95583,101800010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.8,87,87,87,96,100,48,50,-0.5,33,13,6,"",13.6,13.5,13.56,12.3,9.2,23.3,"2013","2011",19
"New Crescent Lake",660,"Oregon","SNOTEL","Klamath",4910,43.51185,-121.97982,170703020205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,80,78,87,89,100,65,60,-1.1,38,26,16,"",10.6,10.9,9.77,9.6,0,20.1,"2015, 2018","1993",41
"New Fork Lake",661,"Wyoming","SNOTEL","Sublette",8340,43.11265,-109.94947,140401020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,86,88,83,87,100,57,59,-0.95,26,27,9,"",7.4,7.3,7.71,7.35,3.5,13.9,"2010","2017",36
"Nez Perce Camp",662,"Montana","SNOTEL","Ravalli",5650,45.73107,-114.48075,170102050204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,110,116,107,110,100,76,78,1,64,17,29,"",9.8,9.3,10.05,9.8,5.4,17.1,"2005","1997",45
"Niwot",663,"Colorado","SNOTEL","Boulder",9910,40.03523,-105.54426,101900050401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,69,71,67,70,100,38,37,-2.4,13,36,6,"",8,7.7,8.15,7.9,2.9,16,"1981","1996",41
"Noisy Basin",664,"Montana","SNOTEL","Flathead",6040,48.15678,-113.94637,170102080208,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",28.4,102,104,100,104,100,60,60,1.1,54,22,26,"",27.9,27.3,28.53,27.3,14.6,51.1,"2001","1997",47
"North Costilla",665,"New Mexico","SNOTEL","Taos",10600,36.99378,-105.25963,130201010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,86,100,89,99,97,54,54,-0.05,49,22,21,"",4.4,3.8,4.25,3.85,0,9.3,"1981","2008",42
"North Fork",666,"Oregon","SNOTEL","Multnomah",3060,45.5505,-122.00283,170800010503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,34,40,38,44,93,22,23,-6.4,21,34,10,"",14.9,12.8,13.5,11.5,0,48.1,"1992, 2003, 2015","2008",43
"North Fork Jocko",667,"Montana","SNOTEL","Missoula",6330,47.2726,-113.75617,170102120702,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.1,83,85,83,87,100,55,57,-3.8,35,21,12,"",30.3,29.4,30.15,28.9,19,46.6,"2001","1997",32
"North French Creek",668,"Wyoming","SNOTEL","Carbon",10130,41.3308,-106.37555,101800020502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.1,94,101,93,98,100,52,53,-0.3,48,23,20,"",19.3,18,19.51,18.4,9.6,33.5,"1981","2011",43
"North Lost Trail",669,"Colorado","SNOTEL","Gunnison",9200,39.07813,-107.14389,140100040703,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,83,91,83,88,101,53,55,-1.25,40,22,15,"",11.6,10.6,11.54,10.85,5.4,20.6,"1990","2008",36
"North Rapid Creek",920,"South Dakota","SNOTEL","Lawrence",6130,44.20617,-103.78758,101201100101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,78,82,81,82,100,55,57,-0.9,25,19,7,"",5.4,5.1,5.17,5.1,2.3,9.2,"2005","1997",25
"Northeast Entrance",670,"Montana","SNOTEL","Yellowstone National Park",7350,45.00565,-110.01406,100700010602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,83,85,75,77,98,52,53,-1.8,20,44,12,"",7.2,7.1,8.02,7.8,3.9,13.8,"2001, 2005","1978",55
"Nutrioso",1127,"Arizona","SNOTEL","Apache",8500,33.89747,-109.15517,150400040301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0,NA,NA,0,NA,0,0,0,0,58,6,1,"Lowest",NA,NA,0.52,0,0,5.1,"2018, 2019, 2021, more","2010",13
"ONeil Creek",1272,"Nevada","SNOTEL","Elko",6520,41.8642,-115.08316,170402130106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,NA,NA,51,46,100,32,32,-3.8,0,3,1,"Lowest",NA,NA,6.3,7,3.2,8.7,"2021","2019",3
"Oak Creek",1146,"Utah","SNOTEL","Millard",7850,39.3485,-112.32639,160300051505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,NA,NA,63,64,100,44,50,-2.1,10,10,2,"2nd Lowest",NA,NA,6.06,5.9,2.1,9.8,"2018","2019",11
"Ochoco Meadows",671,"Oregon","SNOTEL","Crook",5430,44.42917,-120.3311,170703050201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.5,90,95,94,100,100,67,65,0,50,21,20,"",8.3,7.9,7.99,7.5,0,14,"2015","2006",41
"Olallie Meadows",672,"Washington","SNOTEL","King",4030,47.37406,-121.44213,171100100301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",37.6,36.7,35.83,35.35,5.6,62.8,"2005","1997",38
"Old Battle",673,"Wyoming","SNOTEL","Carbon",10000,41.15397,-106.96937,101800020901,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.8,89,89,89,90,100,50,50,-2.1,38,26,16,"",21.1,21.2,21.05,20.9,10.2,34.6,"1981","1997",41
"Onion Park",1008,"Montana","SNOTEL","Meagher",7410,46.91348,-110.8536,100301030801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,89,91,87,88,98,51,51,-1.05,21,16,5,"",9,8.8,9.24,9.05,4.6,12.2,"2017","2020",20
"Overland Res.",675,"Colorado","SNOTEL","Delta",9840,39.09056,-107.63472,140200040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,63,73,66,73,100,44,48,-2.1,16,27,6,"",9.2,8,8.79,7.9,2.1,16.6,"2018","2008",32
"Owl Creek",676,"Wyoming","SNOTEL","Hot Springs",8975,43.65868,-109.00988,100800070103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.2,65,69,63,63,88,34,36,-1.3,20,33,6,"",3.4,3.2,3.49,3.5,1.5,6.2,"1985","1997",41
"Oxford Spring",677,"Idaho","SNOTEL","Oneida",6740,42.26015,-112.12515,160102040206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,64,66,65,70,100,49,53,-2.3,18,34,6,"",8.4,8.2,8.25,7.7,2,18.9,"2018","1997",41
"Palo",1170,"New Mexico","SNOTEL","Taos",9350,36.40848,-105.33063,130201010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,NA,NA,109,105,96,82,80,0.2,60,5,7,"",NA,NA,4.15,4.3,0.3,6.2,"2018","2020",11
"Panguitch Lake RS",1148,"Utah","SNOTEL","Garfield",8350,37.70463,-112.65037,160300010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.3,NA,NA,49,43,100,34,34,-3,17,6,2,"2nd Lowest",NA,NA,4.71,5.3,1.4,7.1,"2018","2019, 2020",7
"Paradise",679,"Washington","SNOTEL","Pierce",5130,46.78265,-121.74765,171100150104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",54.7,115,114,116,116,100,71,71,7.5,68,13,27,"",47.6,48,47.36,47.2,17.4,73.8,"1981","2008",39
"Park Cone",680,"Colorado","SNOTEL","Gunnison",9600,38.81996,-106.58974,140200010107,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,82,85,81,87,100,52,55,-0.9,40,25,16,"",7.1,6.8,7.18,6.7,2.7,15.1,"2001","2017",41
"Park Creek Ridge",681,"Washington","SNOTEL","Chelan",4600,48.44488,-120.91551,170200090106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",39.7,114,117,117,116,100,84,81,5.5,74,12,32,"",34.9,33.8,33.94,34.2,13.4,55.5,"2005","1997",43
"Park Reservoir",682,"Colorado","SNOTEL","Delta",9960,39.04644,-107.87414,140200050111,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.8,64,66,67,66,100,38,41,-6.2,19,35,9,"",18.4,17.8,17.72,18,4.9,34.1,"2018","2005",43
"Parker Peak",683,"Wyoming","SNOTEL","Park",9400,44.73396,-109.91484,100700010502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.6,111,120,105,113,100,62,68,1.9,67,14,27,"",14.9,13.8,15.82,14.7,10.6,25.5,"1988, 2001","1997",40
"Parleys Summit",684,"Utah","SNOTEL","Summit",7585,40.76184,-111.62917,160201020103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,76,80,77,78,100,50,54,-2.5,26,32,12,"",11.6,11,11.47,11.3,4.7,23.1,"1992","1984",43
"Parleys Upper",856,"Utah","SNOTEL","Salt Lake",8353,40.70194,-111.60619,160202040302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.7,NA,NA,66,66,100,37,37,-4.9,0,2,1,"Lowest",NA,NA,14.6,14.6,9.7,19.5,"2021","2020",2
"Parrish Creek",971,"Utah","SNOTEL","Davis",7740,40.93417,-111.81372,160201020501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.1,62,60,65,64,100,38,38,-5.8,5,21,2,"2nd Lowest",16.3,16.8,15.6,15.9,7.4,23,"2018","2004",22
"Payson R.S.",686,"Utah","SNOTEL","Utah",8044,39.92976,-111.63109,160202020601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,53,55,55,58,100,34,34,-4.4,10,37,4,"",11.7,11.2,11.22,10.6,5.5,26.1,"2018","1984",41
"Peavine Ridge",687,"Oregon","SNOTEL","Clackamas",3420,45.04148,-121.93252,170900110306,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,50,51,57,64,100,38,38,-3.2,28,29,12,"",11.5,11.3,10.15,9,0,31.9,"2003, 2015","2008",40
"Pepper Creek",1104,"Washington","SNOTEL","Skamania",2140,46.10242,-121.95555,170800020111,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.2,NA,NA,3,5,25,2,2,-4.2,23,11,4,"",NA,NA,6.59,4.4,0,26.2,"2010, 2015, 2018","2008",14
"Peterson Meadows",930,"Montana","SNOTEL","Granite",7200,46.12588,-113.30792,170102020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,108,110,99,103,100,52,54,0.2,58,22,28,"",6.1,6,6.65,6.4,3,13.1,"1977","1972",51
"Phantom Valley",688,"Colorado","SNOTEL","Grand",9030,40.39937,-105.84757,140100010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,78,77,76,78,100,52,55,-1.6,18,34,7,"",7.2,7.3,7.33,7.2,3.4,11.9,"1981","2011, 2017",41
"Phillips Bench",689,"Wyoming","SNOTEL","Teton",8200,43.51687,-110.91258,170401030504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.9,91,98,91,98,100,57,59,-0.4,45,23,18,"",18.6,17.3,18.56,17.3,11.4,34.6,"1981","1997",41
"Pickfoot Creek",690,"Montana","SNOTEL","Meagher",6650,46.57978,-111.26832,100301030501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,72,76,71,74,98,46,49,-2,12,38,6,"",7.8,7.4,7.89,7.6,3.6,13.6,"2005","1982",43
"Pickle Keg",691,"Utah","SNOTEL","Sevier",9020,39.01219,-111.58259,160300030402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,57,61,56,59,98,33,36,-4.1,7,40,4,"",10.6,9.9,10.62,10.1,4.9,22.1,"1987","1984",43
"Pierce R.S.",1142,"Idaho","SNOTEL","Clearwater",3080,46.49597,-115.7957,170603060401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,NA,NA,97,96,99,68,60,-0.25,45,7,6,"",NA,NA,6.92,6.95,3.2,10.1,"2015","2011",12
"Pigtail Peak",692,"Washington","SNOTEL","Yakima",5800,46.62153,-121.38643,170300020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",33.5,90,90,93,97,100,57,57,-1.05,46,22,19,"",37.2,37.3,36.17,34.55,11.9,64.5,"2005","1997",40
"Pike Creek",693,"Montana","SNOTEL","Pondera",5930,48.30305,-113.32868,100302010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,NA,NA,31,31,100,20,20,-10.2,9,41,4,"",NA,NA,14.7,14.8,3.2,31.9,"2016, 2019","1991",45
"Pine Creek",694,"Utah","SNOTEL","Millard",8734,38.88185,-112.24915,160300051307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,45,48,45,45,100,25,25,-7.3,0,36,1,"Lowest",13.2,12.2,13.09,13.2,5.9,20.2,"2021","1997",36
"Pine Creek Pass",695,"Idaho","SNOTEL","Teton",6720,43.56998,-111.21157,170402040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.4,101,109,99,100,100,71,71,0,50,17,17,"",11.3,10.5,11.46,11.4,7,20.3,"1992","1997",33
"Pinto Rock",1263,"Washington","SNOTEL","Skamania",4440,46.32318,-121.94219,170800040405,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.9,NA,NA,119,108,100,79,73,1.9,83,2,6,"2nd Highest",NA,NA,21.79,24,0,33.7,"2015","2017",7
"Placer Basin",696,"Montana","SNOTEL","Sweet Grass",8830,45.41905,-110.08844,100700020701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.3,112,120,109,117,100,62,64,1.9,73,12,30,"",11.9,11.1,12.16,11.4,7.1,19.9,"2001","1997",41
"Pocket Creek",1133,"Wyoming","SNOTEL","Sublette",9360,42.7121,-109.4112,140401020505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,7.87,8.4,4.4,10,"2016","2019",9
"Poison Flat",697,"California","SNOTEL","Alpine",7736,38.50576,-119.62624,160502010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.2,97,95,95,100,100,58,63,0,50,21,20,"",11.6,11.8,11.79,11.2,2.5,25.2,"2018","2017",41
"Pole Canyon",1244,"Nevada","SNOTEL","Elko",7760,40.86293,-115.12067,160600071101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,NA,NA,61,60,91,43,52,-3.8,14,7,2,"2nd Lowest",NA,NA,9.46,9.6,2.6,14.9,"2018","2017",8
"Pole Creek R.S.",698,"Nevada","SNOTEL","Elko",8360,41.87255,-115.24713,170501021002,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.2,66,69,67,70,100,41,43,-4,15,35,7,"",14,13.4,13.66,13.2,4.9,22.1,"1981","1997",41
"Poorman Creek",932,"Montana","SNOTEL","Lincoln",5100,48.12672,-115.62333,170101011301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.7,80,86,85,86,100,57,57,-3.3,37,27,16,"",25.8,24.1,24.34,24,10.1,44,"1981","1999",42
"Pope Ridge",699,"Washington","SNOTEL","Chelan",3590,47.9909,-120.56622,170200100204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.6,116,121,122,124,100,98,101,3.4,85,7,34,"",15.2,14.5,14.44,14.2,7.1,25,"2014","1997",40
"Porcupine",700,"Montana","SNOTEL","Park",6500,46.11192,-110.4696,100700030303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,74,76,73,77,97,45,46,-1,14,39,7,"",4.6,4.5,4.68,4.4,1.7,9.7,"1981","1997",45
"Porphyry Creek",701,"Colorado","SNOTEL","Gunnison",10760,38.48884,-106.33965,140200030105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,76,79,75,78,100,46,47,-2.3,17,36,8,"",10.6,10.2,10.82,10.4,5.2,18.1,"1981, 2013","2017",43
"Port Graham",987,"Alaska","SNOTEL","Kenai Peninsula",300,59.35065,-151.84768,190203011208,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,105,90,122,119,93,68,75,1,60,9,13,"",6.1,7.1,5.26,5.4,0,16,"2003, 2016","2012",21
"Porter Canyon",2170,"Nevada","SNOTEL","Lander",7187,39.46544,-117.62069,160600020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.5,NA,NA,69,100,75,46,48,0,50,4,4,"",NA,NA,2.19,1.5,0,4.5,"2015","2019",7
"Potato Hill",702,"Washington","SNOTEL","Yakima",4510,46.34963,-121.51435,170800040303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",23.3,115,122,115,117,100,78,75,3.3,68,13,26,"",20.2,19.1,20.35,20,3.5,36,"2005","1999",38
"Powder River Pass",703,"Wyoming","SNOTEL","Johnson",9480,44.16188,-107.12622,100800080304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,111,114,108,110,100,65,67,0.7,67,15,29,"",7.2,7,7.42,7.3,4,12.9,"2016","2018",43
"Prairie",704,"Idaho","SNOTEL","Elmore",4800,43.50513,-115.573,170501131103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,100,100,102,100,94,82,79,0,56,16,18,"",4.5,4.5,4.4,4.5,0,8.3,"1992","2017",35
"Promontory",705,"Arizona","SNOTEL","Coconino",7930,34.36824,-111.01084,150200080306,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,64,66,70,76,88,47,48,-1.9,34,26,13,"",9.6,9.3,8.77,8,0,24.1,"2000, 2006, 2015","1985",39
"Quartz Mountain",706,"Oregon","SNOTEL","Lake",5720,42.31923,-120.82533,180102020404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.2,11,13,7,10,29,4,5,-1.9,20,33,6,"",1.9,1.5,3,2.1,0,14.2,"2011, 2014, 2015, more","1993",41
"Quartz Peak",707,"Washington","SNOTEL","Spokane",4700,47.87927,-117.08938,170103080302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.4,16,15.97,15.3,4.4,26.6,"2005","1997",33
"Quemazon",708,"New Mexico","SNOTEL","Los Alamos",9500,35.92244,-106.39203,130201011303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,44,42,48,46,89,35,36,-3.7,13,36,5,"",7.3,7.7,6.61,6.9,0,11.3,"2018","1983",41
"Rabbit Ears",709,"Colorado","SNOTEL","Routt",9400,40.36783,-106.74038,140500010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.3,62,64,62,62,100,35,39,-6.3,6,33,3,"",16.7,16.1,16.59,16.6,8.7,30.7,"2012","1997",35
"Ragged Mountain",1081,"Idaho","SNOTEL","Kootenai",4210,47.85583,-117.03667,170103050302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.5,104,97,108,108,96,74,77,1.3,71,5,11,"",16.8,18.1,16.21,16.2,6.9,27.7,"2015","2008",15
"Railroad Overpass",710,"Oregon","SNOTEL","Lane",2680,43.65887,-122.21272,170900010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0,0,NA,0,NA,0,0,0,0,72,12,1,"Lowest",0.5,0,0.41,0,0,6.3,"2018, 2020, 2021, more","2008",40
"Rainbow Canyon",1110,"Nevada","SNOTEL","Clark",7860,36.2493,-115.62972,150100150301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.9,NA,NA,33,52,94,24,46,-2.7,33,9,5,"",NA,NA,8.75,5.6,0,29.5,"2015, 2018","2011",13
"Rainy Pass",711,"Washington","SNOTEL","Chelan",4890,48.51865,-120.7358,171100050503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.8,101,108,105,112,100,73,75,3.3,61,16,24,"",29.4,27.5,28.51,26.5,11.2,47.3,"2005","1991",39
"Rawah",1032,"Colorado","SNOTEL","Jackson",9020,40.7075,-106.0076,101800010603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,92,96,86,87,101,55,56,-1,33,13,7,"",7.4,7.1,7.88,7.8,5.7,12.4,"2003, 2004, 2012","2011",19
"Red Hill",712,"Oregon","SNOTEL","Hood River",4410,45.4643,-121.70428,170701050505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.2,87,82,92,92,100,59,60,-2.4,38,27,17,"",33.7,35.8,31.6,31.6,0,63.4,"2015","2008",43
"Red Mountain Pass",713,"Colorado","SNOTEL","San Juan",11200,37.8918,-107.71342,140801040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13,84,88,85,88,100,48,51,-1.7,32,28,14,"",15.5,14.7,15.24,14.7,4.6,23.9,"1990","1997",41
"Red Pine Ridge",714,"Utah","SNOTEL","Emery",8988,39.45197,-111.27221,140600090202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,51,55,53,60,100,31,32,-3.6,5,39,3,"",10.6,9.9,10.27,9,4.6,18.6,"2018","1984",41
"Red River Pass #2",715,"New Mexico","SNOTEL","Colfax",9850,36.69925,-105.34125,130201010301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.8,83,81,86,84,98,55,56,-0.9,37,27,15,"",5.8,5.9,5.55,5.7,0.5,9.3,"2018","2008",42
"Redden Mine Lwr",1225,"Utah","SNOTEL","Summit",8532,40.67505,-111.21765,160201010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.2,NA,NA,70,75,100,46,47,-2.4,13,8,2,"2nd Lowest",NA,NA,10.28,9.6,5.9,17.1,"2018","2017",9
"Rees Flat",1217,"Utah","SNOTEL","Juab",7206,39.49667,-111.72508,160300050202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,NA,NA,63,53,100,46,46,-4.3,13,8,2,"2nd Lowest",NA,NA,7.72,9.2,2.9,10.2,"2018","2017",9
"Reno Hill",716,"Wyoming","SNOTEL","Natrona",8400,42.57111,-106.08889,101800070901,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,67,71,66,71,98,36,37,-2.4,11,35,5,"",9,8.4,9.03,8.4,4.8,17.9,"1991","1997",39
"Rex River",911,"Washington","SNOTEL","King",3810,47.30218,-121.60475,171100120102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.9,135,120,129,122,98,78,74,5.35,80,6,21,"",22.1,24.9,23.11,24.55,0,59,"2015","2008",26
"Reynolds Creek",2029,"Idaho","SNOTEL","Owyhee",5600,43.28863,-116.8431,170501030604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,84,114,96,102,100,69,84,0.05,53,10,11,"",3.8,2.8,3.32,3.15,0,9.4,"2005, 2007, 2018, more","2016",20
"Rice Park",933,"New Mexico","SNOTEL","Cibola",8460,35.23333,-108.26667,130202070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,41,42,59,55,93,45,44,-2.1,23,18,6,"",6.4,6.2,4.41,4.7,0,9.5,"2018","2010",23
"Rio Santa Barbara",1254,"New Mexico","SNOTEL","Taos",10664,36.07192,-105.62947,130201010905,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.3,NA,NA,86,80,99,56,54,-1.85,29,6,3,"",NA,NA,8.48,9.15,1.6,14.5,"2018","2016",8
"Ripple Creek",717,"Colorado","SNOTEL","Rio Blanco",10340,40.10812,-107.29411,140500050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.2,76,80,75,80,100,46,47,-3.3,21,28,8,"",17.3,16.4,17.61,16.5,10.2,27.3,"1987","1997",35
"Roach",718,"Colorado","SNOTEL","Larimer",9700,40.87502,-106.04603,101800100106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,79,80,79,81,100,46,49,-2.1,22,32,10,"",11,10.9,10.97,10.8,5.2,17.9,"2002","1997",41
"Roaring River",719,"Oregon","SNOTEL","Lane",4950,43.90098,-122.03063,170900040302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.5,79,85,86,90,100,57,61,-1.9,43,24,18,"",22.1,20.5,20.33,19.4,0,44.9,"2015","2008",41
"Rock Creek",720,"Utah","SNOTEL","Duchesne",7886,40.54875,-110.69292,140600030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,55,57,56,60,92,38,43,-2.3,13,36,5,"",6.4,6.1,6.21,5.8,1.1,15.1,"2018","1997",41
"Rock Springs",721,"Oregon","SNOTEL","Grant",5290,44.00883,-118.83842,170501160204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,100,88,102,92,100,71,65,-0.4,43,24,18,"",4.6,5.2,4.49,5,0,8.8,"2003, 2015, 2018, more","2017",41
"Rocker Peak",722,"Montana","SNOTEL","Jefferson",8000,46.35613,-112.26176,100200060302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,118,119,107,109,99,58,60,0.85,62,21,34,"",9,8.9,9.92,9.75,4.4,16.3,"1977","2018",54
"Rocky Basin-Settleme",723,"Utah","SNOTEL","Tooele",8704,40.44293,-112.22377,160203040401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,51,58,53,58,100,29,33,-5.75,3,39,2,"2nd Lowest",15.7,13.8,15.04,13.75,5.9,31.6,"2018","1984",40
"Rocky Boy",917,"Montana","SNOTEL","Hill",4700,48.17478,-109.64728,100500040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.1,86,86,80,83,82,53,57,-0.65,28,39,15,"",3.6,3.6,3.88,3.75,0,8,"2005","1978",54
"Rough And Tumble",939,"Colorado","SNOTEL","Park",10360,39.03333,-106.08333,101900010202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.4,102,116,108,116,98,56,53,0.6,59,10,14,"",4.3,3.8,4.07,3.8,1.1,6.6,"2002","2008",23
"Rubicon #2",724,"California","SNOTEL","El Dorado",7619,38.99927,-120.13139,160501010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.3,79,81,83,85,100,49,54,-2.5,45,23,19,"",18.1,17.6,17.15,16.8,1.6,40.5,"2018","2017",41
"S Fork Shields",725,"Montana","SNOTEL","Park",8100,46.0896,-110.43363,100700030301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,64,69,66,71,100,33,33,-2.8,7,38,3,"",10.8,10,10.49,9.7,6.5,22.4,"2017","1997",41
